Number,Reference,Name,Text Content,Document,Codes,Number of Codes,Comment,Start position,End position,Extent,Creator,Creation Date,Modifier,Modification Date
51:2,p 2,,ir Christopher Frayling’s taxonomy of design-based research,Research-Through-Design_ Exploring a design-based research paradi.pdf,,0,Check this.,2,2,1,Marija Mateljan,10/27/25,ATLAS.ti,10/27/25
51:3,p 2,,Research Through Design (RtD,Research-Through-Design_ Exploring a design-based research paradi.pdf,,0,Is this the same as Research-by-Design?,2,2,1,Marija Mateljan,10/27/25,ATLAS.ti,10/27/25
51:4,p 3,,"These discussions do not, however, directly acknowledge the ontology and epistemology that this would-be methodology is founded in.",Research-Through-Design_ Exploring a design-based research paradi.pdf,,0,"Note/Reminder to self:  (1) ontology (what exists in design), (2) epistemology (how knowledge in design is produced), (3) methodology (how research in design should be conducted)",3,3,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
51:5,p 3,,"tD will be discussed at the philosophical level as an emerging paradigm addressing the position of Zimmerman et al(2010) in which, while including discussion of RtD as a methodology, also critiques it as a research approach that does not currently enjoy “the status of a well-defined research paradigm” (p. 316).",Research-Through-Design_ Exploring a design-based research paradi.pdf,Contribution: Theoretical: Conceptual Framework,1,"Research through Design (RtD) is examined at a philosophical level. The authors consider RtD from 3 perspectives: ontological, epistemological, and methodological, thereby contributing to the definition of design as a well-defined research paradigm.",3,3,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
51:6,p 3,,"The youthfulness of this movement has resulted in researchers adopting methodologies from established research paradigms as a means to validate their diverse research. These methods can often be inadequate for the design fields and as such demonstrate the necessity for the establishment of specific methodologies that contribute directly to design research. (Clemente et al., 2017) ",Research-Through-Design_ Exploring a design-based research paradi.pdf,Transitions: Legitimize Design (Scientific),1,"Because design research is still young, researchers often borrow methods from other disciplines to gain legitimacy, but these methods are often ill-suited. This highlights the need for approaches specifically tailored to design.",3,3,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
51:7,p 3,,"This borrowing of philosophy requires researchers to establish the rationale behind their approach every time they seek to make a contribution. This need to continuously justify methods would be greatly reduced with the establishment of a paradigm. Currently within design research, there are concerns that design does not have a theoretical tradition and that design research pertaining to the process and creation of objects currently does not have a shared paradigm. (Gaver, 2012; Koskinen, Zimmerman, Binder, Redstrom, & Wensveen, 2011)",Research-Through-Design_ Exploring a design-based research paradi.pdf,Transitions: Legitimize Design (Scientific),1,"Because design research lacks its own established paradigm, researchers must constantly justify their philosophical and methodological choices. This reflects the field’s lack of a shared theoretical foundation.",3,3,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
51:8,p 3,,"This is the focus of this paper; positing that a new paradigm must be established first. In order for the paradigm to exist it must have an epistemology and ontology with protocols, principles and validating procedures. (Bolt, 2008) The latter of these will be outside of the scope of this discussion but they should still be noted as they are directly influenced by the paradigm’s theoretical foundation.",Research-Through-Design_ Exploring a design-based research paradi.pdf,Contribution: Theoretical: Conceptual Framework,1,Trying to establish a new theoretical paradigm based on ontology and epistemology.,3,3,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
51:9,p 3,,"ategories of design research will be reviewed following the work of Frayling(1993), Cross (1999, 2006), and Findeli (2008).",Research-Through-Design_ Exploring a design-based research paradi.pdf,,0,"Categories of Design Research, would be good to check.",3,3,1,Marija Mateljan,10/27/25,ATLAS.ti,10/27/25
51:10,p 4,,"his evaluation will be the basis for the synthesis of a proposed ontology, epistemology, and methodology for RtD,",Research-Through-Design_ Exploring a design-based research paradi.pdf,Contribution: Theoretical: Conceptual Framework,1,"Definition of RtD through the synthesis of 3 critical components: ontology, epistemology, methodology",4,4,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
51:11,p 4,,"• Research for design: highly relevant to the design practice, focusing on various parameters related to the output of design such as technology, ergonomics, and aesthetics. Performed in academics and in practice. Often builds upon previous knowledge, is at times done without rigor, and is not always intended to be published. • Research into/about design: performed with rigor by various disciplines both inside and outside of design. Accepted by the scientific community but at times has a lack of relevance for the practice of design. Can be performed for the advancement of disciplines outside of design and focuses on the significance of the process and products of design for society or culture. • Research through design: relevant to the academic advancement of the design discipline. It is rigorous, produces original knowledge, and has virtues of both research for design and research into design.",Research-Through-Design_ Exploring a design-based research paradi.pdf,,0,This is a useful summary for us.,4,4,1,Marija Mateljan,10/27/25,Marija Mateljan,10/28/25
51:12,pp 5 – 6,,"Within design Cross’s (1999, 2006) classifies three areas of study: people, process, and product. These three areas form the foundation for Cross’s taxonomies of design research. • Design epistemology: study of designerly ways of knowing
362 • Design praxeology: study of the practices and processes of design • Design phenomenology: study of the form and configuration of artifacts",Research-Through-Design_ Exploring a design-based research paradi.pdf,,0,This is a useful summary for us.,5,6,2,Marija Mateljan,10/27/25,Marija Mateljan,10/28/25
51:13,p 6,,"Using this framework, a set of theoretical assumptions will be used to synthesize the ontology, epistemology, and methodology of RtD.",Research-Through-Design_ Exploring a design-based research paradi.pdf,Research Method: Qualitative: Content Analysis,1,Analysis of existing theoretical assumptions to come up with a new framework.,6,6,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
51:14,p 6,,"… researchers make prototypes, products, and models to codify their own understanding of a particular situation and to provide a concrete framing of the problem and a description of a proposed, preferred state…Designers focus on the creation of artifacts through a process of disciplined imagination, because artifacts they make both reveal and become embodiments of possible futures…",Research-Through-Design_ Exploring a design-based research paradi.pdf,,0,Nice way of describing design.,6,6,1,Marija Mateljan,10/27/25,ATLAS.ti,10/27/25
51:15,p 7,,"The nature of this reality can be further derived from Cross’ (1999) three fields of knowledge: the natural world, the human experience, and the artificial world . These are directly linked to science, the arts and humanities, and design respectively. Their ‘ways of knowing’, while also tied to epistemology, can be used to refine the ontology of RtD. The ‘ways of knowing’ are as follows: • Science: rational and objective • Humanities: reflection and subjective • Design: imagination and practicality.",Research-Through-Design_ Exploring a design-based research paradi.pdf,,0,Useful way of looking at knowledge.,7,7,1,Marija Mateljan,10/27/25,ATLAS.ti,10/27/25
51:16,p 8,," practice, and I reflect upon practice in infinitesimal loops. This is the nature of my perception and my embeddedness in the world. It is not that the doing is the practice, and the mode of reflection is the theory. Both are reflective practice and, taken together, both make up research. (p.208)",Research-Through-Design_ Exploring a design-based research paradi.pdf,,0,Nice way of framing it.,8,8,1,Marija Mateljan,10/27/25,ATLAS.ti,10/27/25
51:17,p 10,,external phenomena influence the design process to how an artifact’s embedded knowledge informs others to its use. Studies under these conditions would potentially look at a variety of scenarios. They would compare results between multiple processes or artifact conditions. This creates extensive possibilities for the use of RtD in design b,Research-Through-Design_ Exploring a design-based research paradi.pdf,,0,Examples of constructivist vs. positivist architectural design research.,10,10,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
51:18,p 11,,RtD may be more inclined to be used under disciplines such as industrial design rather than architecture.,Research-Through-Design_ Exploring a design-based research paradi.pdf,,0,Important! RtD can be more easily applied in the design of small artefacts rather than architecture.,11,11,1,Marija Mateljan,10/27/25,Marija Mateljan,10/28/25
51:19,p 11,,"This exploration used established literature to proposes that these foundations resides in the design process and an understanding of designerly knowledge. This allowed for the synthesis of proposed ontology, epistemology, and methodology. Further exploring these concepts and establishing a unified paradigmatic voice can move the design discipline forward from Kuhn’s pre-paradigm state. This cannot occur until there are open discussions regarding the design disciplines philosophy and establishing its ontology, epistemology, and related methodologies. For this reason, the design community must continue to have these discussions and move design research towards an accepted field of rigorous academic research.",Research-Through-Design_ Exploring a design-based research paradi.pdf,Transitions: Legitimize Design (Scientific),1,"Authors argue that, although design research has gained prominence over the past two decades, it still lacks a unified paradigm comparable to those in the natural or social sciences. So, the paper explores how design might establish itself as a distinct research paradigm. (therefore legitimizing it to the scientific community)",11,11,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
52:1,p 2,,Social Media Research and the Impact of Graphic Design: a case study examining an Indonesian political campaign.,Social Media Research and the Impact of Graphic Design_ a case st.pdf,Paper Reflection: Comment,1,"interesting paper where they look at the graphic design of a political comapign the introduction is interesting in the way they describe design as an invisible act, expecially when it is effective - in this case it is even harder to identify or measure. The study was fairly systematic and a nice breakdown of the grpahic design of a campaign. They used social media data which is also interesting.",2,2,1,Angela Rout,10/29/25,Angela Rout,10/29/25
52:2,p 2,,"n examining Berakar Komunikasi’s online campaign supporting the 2014 and 2019 election bids of Indonesia’s President Jokowi Widodo, our paper explores how qualitative social media research offers fine- grained insights into the reception of campaigns",Social Media Research and the Impact of Graphic Design_ a case st.pdf,Contribution: Theoretical: Opinion,1,also not sure how to code this -they explore qualitative methods?,2,2,1,Angela Rout,10/27/25,Angela Rout,10/27/25
52:3,p 4,,"Social media is seen to create dynamic new power relations between content providers and audience members. Bruns (2006, 2007, 2008) developed the concepts of ‘produser’ and ‘produsage’ to account for the new active role of everyday people in creating diverse digital content on the Internet, thus challenging former ideas of the ‘audience’ for media content. Specifically, Bruns (2006) sees the ‘produser’ phenomenon as resulting in ‘the collaborative and continuous building and extending of existing content in pursuit of further improvement (p. 2)’. ",Social Media Research and the Impact of Graphic Design_ a case st.pdf,Transitions: Digital Tech Connections,1,I like the way the propose social media as a data source for design research. this is intersting idea and has a lot of material to further explore,4,4,1,Angela Rout,10/29/25,Angela Rout,10/29/25
52:4,p 8,,The textual and visual data were coded and categorised based on the stages of thematic analysis set out by Braun and Clark (2013),Social Media Research and the Impact of Graphic Design_ a case st.pdf,Research Method: Qualitative: Content Analysis,1,categorised and tagged images,8,8,1,Angela Rout,10/29/25,Angela Rout,10/29/25
53:1,p 1,,Systemic Design Reasoning for Societal Transitions ,Systemic Design Reasoning for Societal Transitions.pdf,Paper Reflection: Comment,1,they share some 'principles' that have emerged over many projects and case studies in design of systems for societal transitions. they are from Delft and I am curious to meet them they suggest visualising systems and designing the system from within,1,1,1,Angela Rout,10/26/25,Angela Rout,10/26/25
53:2,p 2,,n this paper we introduce a third perspective and practice that we call ‘systemic design reasoning’. This perspective combines the abductive reasoning logic of design with various systems theories and practices to develop ‘systemic design rationales’. ,Systemic Design Reasoning for Societal Transitions.pdf,Contribution: Theoretical: Conceptual Framework,1,"systems theory for design or ""systems design"" - makes sense by a Dutch author :) I like this topic",2,2,1,Angela Rout,10/26/25,Angela Rout,10/26/25
53:3,p 6,,"he principles were developed based on a combination of systems theory literature and either 1) action research, iteratively applying and evaluating the principles, or 2) descriptive case study research of social innovation cases in practice (van der Bijl-Brouwer & Malcolm, 2020). The principles were applied and explored in various research projects and in education. We highlight five of these principles in this article to illustrate how they can be used in a systemic design reasoning process. ",Systemic Design Reasoning for Societal Transitions.pdf,Research Method: Mixed-methods,1,"they develop principles in their lab using literature and then test through action research, case studies in practivce, principles are explored in research projects and in education. (Angies note; I should do something like this for Living Data studies)",6,6,1,Angela Rout,10/26/25,Angela Rout,10/26/25
54:1,p 2,,The Challenges of Human-Centred Design in a Public Sector Innovation Context,The Challenges of Human-Centred Design in a Public Sector Innovat.pdf,Paper Reflection: Comment,1,author both problematizing and problem-solving: Dorst's and NADI-model are described and used in a case study.,2,2,1,Michael Tjia,10/20/25,Michael Tjia,10/20/25
54:2,p 2,,. In this paper I argue that a new type of human-centred innovation practice is necessary to adjust traditional user-centred design methods and tools to the public sector innovation context. ,The Challenges of Human-Centred Design in a Public Sector Innovat.pdf,Contribution: Theoretical: Opinion,1,,2,2,1,Michael Tjia,10/20/25,Michael Tjia,10/20/25
54:3,p 14,,"HCD might be able to contribute to this field, by clarifying the underlying patterns of human behaviour when people contribute to, provide resources, or use interventions for complex societal issues. ",The Challenges of Human-Centred Design in a Public Sector Innovat.pdf,Transitions: Legitimize Design (Scientific),1,"seeking connections between science, design, and stake holders",14,14,1,Michael Tjia,10/20/25,Michael Tjia,10/20/25
55:1,p 2,,Strategic design: The integration of the two fields of Strategy and Design,Strategic Design_ The integration of the two fields of Strategy a.pdf,Paper Reflection: Comment,1,"This paper conceptually examines the integration of Design and Strategy, identifying three relevant perspectives: (1) design thinking, (2) reflective organizational learning, and (3) collaborative practice.  I asked chatGPT to explain key concepts because I didn't get this article at all:  (1) Design in Strategy – This is when design thinking or methods are applied within the field of strategy. For example, a company’s strategic planning process might use design tools to envision future scenarios or create prototypes of services. Here, design is a tool or approach used to improve strategy. (2) Strategy in Design – This is when strategic thinking is applied within design practice. For example, designers consider business goals, long-term impact, or organizational objectives while designing products, services, or systems. Here, strategy informs and shapes the design process itself.",2,2,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
55:2,p 2,,"This article outlines the evolution of Design in Strategy and Strategy in Design and discusses the differences and similarities. By doing so, the examination of the evo- lutions revealed three different perspectives on integrating Strategy and Design in both fields. The article provides a nuanced understanding of Strategic Design by pur- posefully establishing the vocabulary of each perspective.",Strategic Design_ The integration of the two fields of Strategy a.pdf,Contribution: Theoretical: Conceptual Framework,1,"Paper 'clarifies' how design and strategy intersect by identifying three main practice perspectives, defining their specific vocabulary, and highlighting their limitations. This creates a new conceptual framework at the intersection of Design & Strategy.",2,2,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
55:3,p 3,,valuating the similarities in the evolution of Design in Strategy and Strategy in Design i,Strategic Design_ The integration of the two fields of Strategy a.pdf,Research Method: Qualitative: Content Analysis,1,"This is a vague version of a literature review, based on which the author builds the argument.",3,3,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
55:4,p 3,,These limitations,Strategic Design_ The integration of the two fields of Strategy a.pdf,Transitions: Legitimize Design (Scientific),1,"I cannot highlight this whole sentence, but my comment refers to it. I am not sure. The discussion of heuristics and 'bastardization' highlights a risk in design research: when design methods (like Design Thinking) are simplified into rigid tools or models, they can be detached from the complex practices they are meant to represent. This is tricky in design research as legitimacy requires rigor and theoretical grounding. If methods are oversimplified, it can undermine the credibility of design as a research discipline. By pointing out these limitations, the paper supports the need for careful conceptualization, therefore legitimizing design.",3,3,1,Marija Mateljan,10/28/25,Marija Mateljan,10/28/25
55:5,p 13,,"The strategic planning and design method perspectives follow the structuralist psychology of means-purpose relationships (e.g., problem-solution frames, external-internal environment) (Maher & Poon, 1996; Selz, 1922; Simon, 1981). These perspectives in Strategy and Design focus on decision-making and conceptualization through strategic tools and design methods. The reflective practice and organizational learning perspectives incorporate the psychology of situated cognition (Clancey, 1995; Suchman, 1985). It is the theory that knowing is insepa- rable from action, and knowledge for Strategic Design is situated in activity bound to physi- cal, social, and cultural contexts. Strategic understanding emerges through reflection and learning from action (Argyris & Schön, 1992). The perspectives on strategy without design and comprehensive design focus on the integration of perspectives and practices into a col- lective capability to accomplish a strategic intent, such as complex societal and environmen- tal challenges (Auernhammer & Roth, 2023; Fuller, 1969; Moholy-Nagy, 1947). This theoreti- cal perspective is bound to situations and embodied knowledge in which new perspectives allow perceiving and imagining the whole in new ways (Koffka, 1935; Köhler, 1947; Lewin, 1951; Wertheimer, 1945). This third Strategic Design perspective is the continuous develop- ment of the collective, collaborative, and comprehensive design capability required for de- veloping tangible and experiential designs.",Strategic Design_ The integration of the two fields of Strategy a.pdf,,0,"Useful summary of the paper, and mentions some potentially relevant for us primary sources.",13,13,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
56:1,p 2,,The effect of consumer attitudes on design for product longevity: The case of the fashion industry ,The effect of consumer attitudes on design for product longevity_.pdf,Paper Reflection: Comment,1,"a straightforward paper researching how people purchase, use and dispose of clothing. I like that it is a societal study - but that can be used in design -it is outward looking you could say",2,2,1,Angela Rout,11/1/25,Angela Rout,11/1/25
56:2,p 2,,he study took an exploratory approach using mixed qualitative research methods to investigate consumer perspectives on clothing longevity and explore everyday processes and practices of clothing use,The effect of consumer attitudes on design for product longevity_.pdf,Research Method: Qualitative: Interviews,1,"They say mixed methods, but I am going to assume it is interviews because they highlight perspectives",2,2,1,Angela Rout,11/1/25,Angela Rout,11/1/25
56:3,p 2,,"The research findings showed that numerous factors affect consumers’ perspectives of clothing longevity during the purchase, usage and disposal stages of the clothing lifecycle. ",The effect of consumer attitudes on design for product longevity_.pdf,Contribution: Empirical: Society,1,they are researching how society use cloting,2,2,1,Angela Rout,11/1/25,Angela Rout,11/1/25
56:4,p 5,,"Four focus groups were conducted in order to gain a variety of consumer perspectives on clothing longevity, located in cities in the Midlands. T",The effect of consumer attitudes on design for product longevity_.pdf,Research Method: Qualitative: Focus Groups/Workshops,1,here they use focus groups,5,5,1,Angela Rout,11/1/25,Angela Rout,11/1/25
56:5,p 6,,"ethnographic approach was taken towards exploring the details of consumers’ clothing maintenance, since this is an appropriate method when an aspect of culture needs to be studied in-depth (Quinlan, 2011). In addition to the focus groups, clothing diaries",The effect of consumer attitudes on design for product longevity_.pdf,Research Method: Qualitative: Ethnographic Research,1,they also use ethnographies,6,6,1,Angela Rout,11/1/25,Angela Rout,11/1/25
56:6,p 12,,"The research findings showed that numerous factors affect consumers’ perspectives of clothing longevity during the purchase, usage and disposal stages of the clothing lifecycle, supporting the findings of previous studies ",The effect of consumer attitudes on design for product longevity_.pdf,Transitions: Legitimize Design (Scientific),1,I think here the study of human behaviors is really helpful for design even though it is less common in the literature. It is not directly related to design but it is useful for design. It expands also the research topics and methods that can be used for design research towards societal (or environmental) research disciplines,12,12,1,Angela Rout,11/1/25,Angela Rout,11/1/25
57:1,p 1,,Speculative design positions on future liveable cities ,Speculative design positions on future liveable cities.pdf,Paper Reflection: Comment,1,"this paper has an interesting data collection, they ask researchers to write 250 words then use that as data. they code it and then identify positions and themes in the writing.",1,1,1,Angela Rout,10/26/25,Angela Rout,10/26/25
57:2,p 3,,"In presenting each position and a subsequent discussion of emerging themes, we seek to invite conversations on future design practice, education, and research, and encouraging the design commu- nity to consider new approaches to for collaboratively imagining future liveable cities.",Speculative design positions on future liveable cities.pdf,Contribution: Theoretical: Opinion,1,they share their perspectives in the hopes of creating conversation,3,3,1,Angela Rout,10/26/25,Angela Rout,10/26/25
57:3,p 4,,"rent state of design (Lupetti et al., 2018). Across sixteen positions and subsequent thematic discussion, we seek to create what Toffler (1970, p.489) described as “sanctuaries for social imagination”, prompts and provocations that invite conversations on future design practice and reimagine futur",Speculative design positions on future liveable cities.pdf,Transitions: Academic Community,1,they directly explain that this paper is an attempt to create conversation in their academic community of the topic - by presenting positions,4,4,1,Angela Rout,10/26/25,Angela Rout,10/26/25
57:4,p 4,,"Ac- ademics from the design discipline at The University of Sydney were asked to generate 250- word speculative positions on the role of design in future liveable cities, reconciling personal experiences and disciplinary expertise. Positions were individually submitted to the lead au- thor. Two authors independently conducted initial content analysis (Elo & Kyngäs, 2008) seeking to make sense of the texts from a qualitative perspective, before Braun and Clarke’s (2006) thematic analysis was used to identify emerging themes. Findings were then shared, compared, and discussed by all author, writing together in one shared online document.",Speculative design positions on future liveable cities.pdf,Research Method: Qualitative: Content Analysis,1,they ask researchers to write a short piece then they use this as data,4,4,1,Angela Rout,10/26/25,Angela Rout,10/26/25
58:1,p 2,,The Ethics and Values of Visual Communication Strategies in European Advertisements in 21st Century Western and Islamic Culture,The Ethics and Values of Visual Communication Strategies in Europ.pdf,Paper Reflection: Comment,1,author analyzes principles and ethics used to communicate with Islamic cultures. actually reads like a powerpoint lecture with captions.,2,2,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
58:2,p 5,,"As such, Europe is experiencing cultural conflict due to rapid growth among immigrant populations and their economic and social impacts on European culture.",The Ethics and Values of Visual Communication Strategies in Europ.pdf,Contribution: Empirical: History,1,thin overview (historic/demographic),5,5,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
58:3,p 5,,"For example, acceptance in the east of symbols of western consumerism does not necessarily mean acceptance of western values.",The Ethics and Values of Visual Communication Strategies in Europ.pdf,Contribution: Theoretical: Opinion,1,consumer culture does not reflect social values (thin argument),5,5,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
58:4,p 6,,Numerous studies have investigated the impact of unethical advertising on consumers,The Ethics and Values of Visual Communication Strategies in Europ.pdf,Contribution: Summative/Integrative: Literature Review,1,more studies on impact of unethical advertising on consumers,6,6,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
58:5,p 7,,"gure 3 Gliss advertisement. Source: (yabiladi.com, n.d.)",The Ethics and Values of Visual Communication Strategies in Europ.pdf,Research Method: Qualitative: Case Studies,1,many examples (how were they selected?) of islamic and western advertisements compared,7,7,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
58:6,p 17,,Understanding cross-cultural conversations and providing fresh perspectives are important to ethical graphic design and visual communication that must take into account globalization processes and intercultural influences. ,The Ethics and Values of Visual Communication Strategies in Europ.pdf,Transitions: Legitimize Design (Scientific),1,,17,17,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
59:1,p 2,,The Emerging Transition Design Approach,The Emerging Transition Design Approach.pdf,Paper Reflection: Comment,1,"The paper presents Transition Design, an approach for addressing complex 'wicked' problems like climate change, poverty, or pollution, therefore guiding societal transitions toward more sustainable and desirable futures. It emphasizes systems thinking, stakeholder engagement, and co-creation to identify leverage points for interventions. The paper describes in detail a workshop with participants, outlining how questions were framed, discussed, and presented to achieve common goals through shared definitions and strategies. An important aspect of the approach is its attention to temporal context, considering both short-term and long-term planning.",2,2,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
59:2,p 5,,"workshops conducted with the city of Ojai, California to frame their water shortage as a Transition Design problem (Irwin, 2017) and was informed by coursework in the design program at Carnegie Mellon University and short courses taught in 2016, 2017 in the UK and Spain",The Emerging Transition Design Approach.pdf,Research Method: Qualitative: Focus Groups/Workshops,1,"Workshop focusing on water shortage, informed by coursework in the design program at CMU.",5,5,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
59:3,p 5,,"Two key components have emerged: A framework that provides logic for bringing together knowledge and practices outside the design disciplines, and a three-phased approach for applying them to design interventions.",The Emerging Transition Design Approach.pdf,Contribution: Methodological: Societal,1,Method for a design process that involves various stakeholders. They developed a specific framework and process steps to bring together knowledge and practices outside of design domain.,5,5,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
59:4,p 18,,need to engage all stakeholders (human and non-human) affected by the problem in order to create a shared problem definition and understanding of the oppositions and alignments among them.,The Emerging Transition Design Approach.pdf,,0,Urgency.,18,18,1,Marija Mateljan,10/27/25,ATLAS.ti,10/27/25
59:5,p 18,,"Transition Design aspires to become a flexible, integrated approach that makes design-led tools and approaches available to transdisciplinary teams working on transition-related projects and initiatives. Still in its nascent phase, it will require researchers and practitioners from many disciplines and a diversity of cultural perspectives working together to constitute a broadly applicable, transdisciplinary process. This paper is presented as an invitation for critique, speculation and a roadmap for further research.",The Emerging Transition Design Approach.pdf,Transitions: Academic Community,1,"Not sure, but i guess they aim to build Academic Community around Transition Design?",18,18,1,Marija Mateljan,10/27/25,Marija Mateljan,10/27/25
60:1,p 2,,The Future of Design Process Research? Exploring Process Theory and Methodology,The Future of Design Process Research_ Exploring Process Theory a.pdf,Paper Reflection: Comment,1,critique of conceptual frameworks for design process,2,2,1,Angela Rout,11/1/25,Angela Rout,11/1/25
60:2,p 2,,"In this paper we illustrate the limitations of current design research methodologies to analyse and theorize process. Specifically, the issue lies in the challenge of analysing and theorizing the temporal embeddedness of data in the overall design process.",The Future of Design Process Research_ Exploring Process Theory a.pdf,Contribution: Methodological: Research,1,this one is clearly a method for design research - including temporal factors in analysis of design processes,2,2,1,Angela Rout,11/1/25,Angela Rout,11/1/25
60:3,p 3,,Conceptual Framework: prospects for bridging micro- and macro- level theorizing about the design process,The Future of Design Process Research_ Exploring Process Theory a.pdf,Research Method: Qualitative: Content Analysis,1,they analyze frameworks systematically,3,3,1,Angela Rout,11/1/25,Angela Rout,11/1/25
61:1,p 2,,The evolution of Inclusive Design: A first timeline re- view of narratives and milestones of design for disa- bility ,The evolution of inclusive design_ A first timeline review of nar.pdf,Paper Reflection: Comment,1,the paper is really alit review and a presentation of a timeline showing the history of inclusive design. Nice timeline graphic and an interesting output for an academic paper - makes me think of the intelligence course the Georg and Marija did and presenting that work as a paper,2,2,1,Angela Rout,10/26/25,Angela Rout,10/26/25
61:2,p 2,,"This paper sets out to - for the first time - critically review the history of In- clusive Design on two distinct levels, i.e. the narratives that shape it and the historical milestones which contribute to its evolution. ",The evolution of inclusive design_ A first timeline review of nar.pdf,Contribution: Empirical: History,1,"this is tricky, I think they are sharing a history. but it is not exactly historical work - yet they do an object ethnography which suggests that the paper is sharing new material other than a summary of previous literature",2,2,1,Angela Rout,10/26/25,Angela Rout,10/26/25
61:3,p 6,,An illustrative literature review on the history of Inclusive Design was conducted in order to outline the key milestones within the field. ,The evolution of inclusive design_ A first timeline review of nar.pdf,Research Method: Mixed-methods,1,literature review (plus object ethnography),6,6,1,Angela Rout,10/26/25,Angela Rout,10/26/25
61:4,p 6,,Object ethnography,The evolution of inclusive design_ A first timeline review of nar.pdf,Research Method: Qualitative: Ethnographic Research,1,Object ethnography,6,6,1,Angela Rout,10/26/25,Angela Rout,10/26/25
61:5,p 7,,A milestone timeline of the evolution of Inclusive Design,The evolution of inclusive design_ A first timeline review of nar.pdf,Transitions: Legitimize Design (Scientific),1,"a nice graphic timeline shows the results of the research, and also legitimises design itself by representing and highlighting a specific history",7,7,1,Angela Rout,10/26/25,Angela Rout,10/26/25
62:1,p 4,,"Thus, understanding how archetypal meaning is conveyed through design is undoubtedly a useful tool for character designers in the animation industry.",The mentor archetype_ Female character design trends in contempor.pdf,Contribution: Theoretical: Opinion,1,clear intro,4,4,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
62:2,p 5,,"Unfortunately, women are still very much an underrepresented group in feature film animation (Sá & Tavares, 2017; Smith et al, 2019; Meyer & Conroy, 2022; Sá et al, 2023), both as female-coded characters on screen and as professionals working in production teams. It has been shown that having women on production teams, where they can voice their opinions, share their perspective, and contribute creatively to the movie-making process, promotes more gender balanced representations on screen (Friedman et al, 2015; Sá et al, 2023). This matters because “if women see themselves through a male lens and continuously measure themselves by standards of a male-defined culture, they will find themselves deficient or lacking in the qualities that men value” (Murdock, p. 13, 2013).",The mentor archetype_ Female character design trends in contempor.pdf,Contribution: Theoretical: Opinion,1,,5,5,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
62:3,p 6,,"using IMDb1, we listed all animated movies that fit the following criteria:",The mentor archetype_ Female character design trends in contempor.pdf,Research Method: Quantitative: Experimental Research,1,using imdb dataset to study female protagonists,6,6,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
62:4,p 6,,"In a previous study, we concluded that only 20% of these movies had a female protagonist and only 30% passed the Bechdel-Wallace test",The mentor archetype_ Female character design trends in contempor.pdf,Research Method: Qualitative: Content Analysis,1,,6,6,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
62:5,p 9,,"Gramma Tala, seen in Figure 1, is the one who teaches Moana, her granddaughter, about their people's voyager heritage and encourages her to follow her own path. She represents the courage and fearlessness of times past, when their people would sail, discover new islands, and make new settlements. She “has a sense of the voyagers in her” and is “a bit more quirky” than the rest of the villagers, according to Bill Schwab, Art Director of Characters for the movie (qtd. Julius & Malone, p. 55, 2016). This is reflected not only by her actions and speech, but also through her design.",The mentor archetype_ Female character design trends in contempor.pdf,Research Method: Qualitative: Case Studies,1,multiple case studies looking for the mentor archetype in female characters,9,9,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
62:6,p 14,,"We believe this to be of importance, as there have been very scarce examples in cinema of female-coded characters that embodied these types of archetypal concepts, which aren’t related to motherhood, nurture, and protection, or with love and sensual relationships.",The mentor archetype_ Female character design trends in contempor.pdf,Contribution: Theoretical: Opinion,1,,14,14,1,Michael Tjia,10/22/25,Michael Tjia,10/22/25
62:7,p 14,,"We hope we can contribute to the expanding understanding of how female characters are portrayed in such a popular media as mainstream animation, and, thus, provide information to foster critical thinking and discussion around gender representation through design practices.",The mentor archetype_ Female character design trends in contempor.pdf,,0,,14,14,1,Michael Tjia,10/22/25,ATLAS.ti,10/22/25
